timestamp,open,high,low,close,volume
2023-01-01T09:30:00.000000,100.01674232440698,100.05625371612156,99.9384153261216,100.05068425543145,6319
2023-01-01T09:31:00.000000,100.02257139224398,100.13646622130508,100.01513117166256,100.03785214730199,2397
2023-01-01T09:32:00.000000,100.0737675191129,100.18375232076679,100.02521470746535,100.1036675366767,4436
2023-01-01T09:33:00.000000,100.26278224343633,100.34989145819642,100.20522364127565,100.2572471387257,7493
2023-01-01T09:34:00.000000,100.29477611831012,100.36441020749669,100.23438615114063,100.23477665695033,9991
2023-01-01T09:35:00.000000,100.17367889776934,100.23095736080272,100.1119648982476,100.21231285670791,3434
2023-01-01T09:36:00.000000,100.42192519007132,100.4250411259946,100.357056473749,100.37169816361234,2162
2023-01-01T09:37:00.000000,100.41050156161332,100.536615497566,100.3966794596668,100.4497609480168,8956
2023-01-01T09:38:00.000000,100.36106503828066,100.44341048882009,100.28405500335656,100.4036174574757,8787
2023-01-01T09:39:00.000000,100.50022945943238,100.52674794002066,100.36818021472766,100.45911181528461,1564
2023-01-01T09:40:00.000000,100.45985966412597,100.51628525074807,100.41112413032597,100.4135722015968,3805
2023-01-01T09:41:00.000000,100.41054825506595,100.45281090646748,100.31019969404977,100.36782117492618,7012
2023-01-01T09:42:00.000000,100.32706476621526,100.45853604345021,100.22696045983916,100.393113265334,535
2023-01-01T09:43:00.000000,100.17887409573856,100.2506959120274,100.12868626638951,100.2022187566559,4496
2023-01-01T09:44:00.000000,100.07168943664618,100.14146273494126,99.99244585976393,100.03052744517646,7196
2023-01-01T09:45:00.000000,99.9773736641744,100.0626966812838,99.95291144126621,99.97529708524847,1797
2023-01-01T09:46:00.000000,99.82147141607123,99.8946202742316,99.81577581435643,99.87508900035775,8229
2023-01-01T09:47:00.000000,99.93037317719725,99.963293527889,99.89900339381332,99.90747848237663,8194
2023-01-01T09:48:00.000000,99.78212419056759,99.86140140498382,99.77615081552975,99.81779943437371,7222
2023-01-01T09:49:00.000000,99.767359917074,99.86334194851962,99.58144690792815,99.67792266254698,9338
2023-01-01T09:50:00.000000,99.90222783894798,99.93872548084582,99.79634866418964,99.82512084611098,9381
2023-01-01T09:51:00.000000,99.8337288184701,99.8717754375071,99.72632112529602,99.8035832745715,1518
2023-01-01T09:52:00.000000,99.879243105813,99.94451144679664,99.73022972748407,99.81132116715278,3148
2023-01-01T09:53:00.000000,99.67344200511735,99.71522508308962,99.65031083045568,99.67021312127974,8861
2023-01-01T09:54:00.000000,99.65509059002241,99.7498848785655,99.5589015383266,99.6169653098604,7260
2023-01-01T09:55:00.000000,99.70262388612889,99.79180476853244,99.62070292757831,99.6290119796273,8320
2023-01-01T09:56:00.000000,99.52761619385467,99.57871454563967,99.42010828832638,99.51540074400424,7743
2023-01-01T09:57:00.000000,99.5410886147462,99.61798085882886,99.52139747916448,99.5537910399207,740
2023-01-01T09:58:00.000000,99.41020739290668,99.50078183188187,99.32439992271787,99.49500808065834,7301
2023-01-01T09:59:00.000000,99.46285038533422,99.53618712383866,99.3809504067296,99.46698490590828,6518
2023-01-01T10:00:00.000000,99.4490745288386,99.51940500115936,99.35619154481951,99.40814704233406,6587
2023-01-01T10:01:00.000000,99.64053459614405,99.67632540598849,99.53324987062129,99.5934451506935,4875
2023-01-01T10:02:00.000000,99.6182124900615,99.6400969062429,99.54192315936214,99.59309685064241,2085
2023-01-01T10:03:00.000000,99.46188011660226,99.57984677536905,99.45591504172634,99.48880671711969,4916
2023-01-01T10:04:00.000000,99.4732523933626,99.61415782553891,99.43917175647715,99.57167010592336,4267
2023-01-01T10:05:00.000000,99.42655248285953,99.51618918688757,99.35599039136666,99.45117734512736,2129
2023-01-01T10:06:00.000000,99.45780892896414,99.47626128284327,99.37554824170704,99.47294596942136,7412
